"soilseriesiid","soilseriesname","soilseriesstatus","benchmarksoilflag","statsgoflag","taxclname","taxorder","taxsuborder","taxgrtgroup","taxsubgrp","taxpartsize","taxpartsizemod","taxminalogy","taxceactcl","taxreaction","taxtempcl","mlraoffice","areasymbol","areaname","areatypename","originyear","establishedyear","soiltaxclasslastupdated"
5680,"ACORD","Established",FALSE,TRUE,"CLAYEY-SKELETAL, SMECTITIC, FRIGID CALCIC ARGIXEROLLS","Mollisols","Xerolls","Argixerolls","Calcic Argixerolls","clayey-skeletal",NA,"smectitic",NA,NA,"frigid","davis, ca","UT","Utah","State or Territory",1972,1985,1997
5681,"ACOVE","Established",FALSE,FALSE,"FINE, MIXED, ACTIVE, THERMIC TYPIC HAPLUSTALFS","Alfisols","Ustalfs","Haplustalfs","Typic Haplustalfs","fine",NA,"mixed","active",NA,"thermic","temple, tx","TX","Texas","State or Territory",NA,1970,2006
5682,"ACQUANGO","Established",FALSE,FALSE,"MIXED, MESIC TYPIC UDIPSAMMENTS","Entisols","Psamments","Udipsamments","Typic Udipsamments",NA,NA,"mixed",NA,NA,"mesic","morgantown, wv","DE","Delaware","State or Territory",1993,1995,2019
5683,"ACREDALE","Established",FALSE,FALSE,"FINE-SILTY, MIXED, ACTIVE, THERMIC TYPIC ENDOAQUALFS","Alfisols","Aqualfs","Endoaqualfs","Typic Endoaqualfs","fine-silty",NA,"mixed","active",NA,"thermic","auburn, al","VA","Virginia","State or Territory",NA,1982,2007
5684,"ACREE","Established",FALSE,TRUE,"FINE, SMECTITIC, FRIGID TYPIC ARGIUSTOLLS","Mollisols","Ustolls","Argiustolls","Typic Argiustolls","fine",NA,"smectitic",NA,NA,"frigid","bozeman, mt","CO","Colorado","State or Territory",1970,1984,1999
5685,"ACRELANE","Established",FALSE,TRUE,"LOAMY-SKELETAL, MIXED, SUPERACTIVE, MESIC, SHALLOW ARIDIC ARGIXEROLLS","Mollisols","Xerolls","Argixerolls","Aridic Argixerolls","loamy-skeletal",NA,"mixed","superactive",NA,"mesic","davis, ca","NV","Nevada","State or Territory",NA,1980,2003
5686,"ACROPH","Established",FALSE,FALSE,"ASHY-SKELETAL, GLASSY LITHIC VITRICRYANDS","Andisols","Cryands","Vitricryands","Lithic Vitricryands","ashy-skeletal",NA,"glassy",NA,NA,NA,"davis, ca","CA","California","State or Territory",2008,2009,2009
5687,"ACTEM","Established",FALSE,FALSE,"CLAYEY, SMECTITIC, FRIGID, SHALLOW XERIC ARGIDURIDS","Aridisols","Durids","Argidurids","Xeric Argidurids","clayey",NA,"smectitic",NA,NA,"frigid","davis, ca","OR","Oregon","State or Territory",1996,1997,1999
5688,"ACTI","Established",FALSE,FALSE,"CLAYEY-SKELETAL, SMECTITIC, MESIC ARIDIC LITHIC ARGIUSTOLLS","Mollisols","Ustolls","Argiustolls","Aridic Lithic Argiustolls","clayey-skeletal",NA,"smectitic",NA,NA,"mesic","davis, ca","NV","Nevada","State or Territory",1989,1992,2006
5689,"ACTON","Established",FALSE,FALSE,"SANDY-SKELETAL, MIXED, MESIC OXYAQUIC UDORTHENTS","Entisols","Orthents","Udorthents","Oxyaquic Udorthents","sandy-skeletal",NA,"mixed",NA,NA,"mesic","morgantown, wv","NH","New Hampshire","State or Territory",NA,1940,1997
24662,"ACUFF","Established",TRUE,TRUE,"FINE-LOAMY, MIXED, SUPERACTIVE, THERMIC ARIDIC PALEUSTOLLS","Mollisols","Ustolls","Paleustolls","Aridic Paleustolls","fine-loamy",NA,"mixed","superactive",NA,"thermic","temple, tx","TX","Texas","State or Territory",NA,1969,2008
5690,"ACUNA","Established",FALSE,TRUE,"FINE-SILTY, CARBONATIC, HYPERTHERMIC ARIDIC CALCIUSTOLLS","Mollisols","Ustolls","Calciustolls","Aridic Calciustolls","fine-silty",NA,"carbonatic",NA,NA,"hyperthermic","temple, tx","TX","Texas","State or Territory",NA,1980,1987
5691,"ACWORTH","Inactive",FALSE,FALSE,"COARSE-LOAMY, MIXED, FRIGID TYPIC HAPLORTHODS","Spodosols","Orthods","Haplorthods","Typic Haplorthods","coarse-loamy",NA,"mixed",NA,NA,"frigid",NA,"NY","New York","State or Territory",NA,NA,1987
5692,"ACY","Established",FALSE,TRUE,"FINE-SILTY, MIXED, SUPERACTIVE, THERMIC AERIC EPIAQUALFS","Alfisols","Aqualfs","Epiaqualfs","Aeric Epiaqualfs","fine-silty",NA,"mixed","superactive",NA,"thermic","auburn, al","LA","Louisiana","State or Territory",NA,1972,2000
5693,"ADA","Established",FALSE,FALSE,"CLAYEY-SKELETAL, SMECTITIC, MESIC TYPIC ARGIXEROLLS","Mollisols","Xerolls","Argixerolls","Typic Argixerolls","clayey-skeletal",NA,"smectitic",NA,NA,"mesic","bozeman, mt","ID","Idaho","State or Territory",NA,1943,1996
5694,"ADABOI","Established",FALSE,FALSE,"FINE, SMECTITIC, MESIC VERTIC ARGIXEROLLS","Mollisols","Xerolls","Argixerolls","Vertic Argixerolls","fine",NA,"smectitic",NA,NA,"mesic","bozeman, mt","ID","Idaho","State or Territory",1995,2005,2011
5695,"ADAIR","Established",TRUE,TRUE,"FINE, SMECTITIC, MESIC AQUERTIC ARGIUDOLLS","Mollisols","Udolls","Argiudolls","Aquertic Argiudolls","fine",NA,"smectitic",NA,NA,"mesic","salina, ks","IA","Iowa","State or Territory",NA,1957,2022
3,"ADAMANT","Established",FALSE,FALSE,"COARSE-SILTY, ISOTIC, FRIGID TYPIC HAPLORTHODS","Spodosols","Orthods","Haplorthods","Typic Haplorthods","coarse-silty",NA,"isotic",NA,NA,"frigid","morgantown, wv","VT","Vermont","State or Territory",1985,1996,1998
5696,"ADAMATT","Established",FALSE,FALSE,"ASHY-SKELETAL, GLASSY, FRIGID, SHALLOW VITRANDIC ARGIXEROLLS","Mollisols","Xerolls","Argixerolls","Vitrandic Argixerolls","ashy-skeletal",NA,"glassy",NA,NA,"frigid","davis, ca","CA","California","State or Territory",2007,2010,2010
5697,"ADAMS","Established",TRUE,TRUE,"SANDY, ISOTIC, FRIGID TYPIC HAPLORTHODS","Spodosols","Orthods","Haplorthods","Typic Haplorthods","sandy",NA,"isotic",NA,NA,"frigid","morgantown, wv","NY","New York","State or Territory",NA,1911,2016
5698,"ADAMSLAKE","Established",FALSE,FALSE,"ASHY, AMORPHIC, FRIGID ALFIC HUMIC VITRIXERANDS","Andisols","Xerands","Vitrixerands","Alfic Humic Vitrixerands","ashy",NA,"amorphic",NA,NA,"frigid","bozeman, mt","WA","Washington","State or Territory",2006,2014,2015
5699,"ADAMSON","Established",FALSE,TRUE,"COARSE-LOAMY OVER SANDY OR SANDY-SKELETAL, MIXED, SUPERACTIVE, FRIGID CALCIC PACHIC HAPLOXEROLLS","Mollisols","Xerolls","Haploxerolls","Calcic Pachic Haploxerolls","coarse-loamy over sandy or sandy-skeletal",NA,"mixed","superactive",NA,"frigid","bozeman, mt","ID","Idaho","State or Territory",1963,1985,2002
5700,"ADAMSTOWN","Established",FALSE,FALSE,"FINE-LOAMY, MIXED, ACTIVE, MESIC OXYAQUIC HAPLUDALFS","Alfisols","Udalfs","Hapludalfs","Oxyaquic Hapludalfs","fine-loamy",NA,"mixed","active",NA,"mesic","morgantown, wv","MD","Maryland","State or Territory",1997,2001,2004
5701,"ADAMSVILLE","Established",FALSE,TRUE,"HYPERTHERMIC, UNCOATED AQUIC QUARTZIPSAMMENTS","Entisols","Psamments","Quartzipsamments","Aquic Quartzipsamments",NA,NA,NA,NA,NA,"hyperthermic","auburn, al","FL","Florida","State or Territory",NA,1951,1987
5702,"ADATON","Established",FALSE,TRUE,"FINE-SILTY, MIXED, ACTIVE, THERMIC TYPIC ENDOAQUALFS","Alfisols","Aqualfs","Endoaqualfs","Typic Endoaqualfs","fine-silty",NA,"mixed","active",NA,"thermic","auburn, al","MS","Mississippi","State or Territory",NA,1969,1997
5703,"ADAVEN","Established",FALSE,FALSE,"COARSE-LOAMY, MIXED, SUPERACTIVE, MESIC AQUIC PETROCALCIDS","Aridisols","Calcids","Petrocalcids","Aquic Petrocalcids","coarse-loamy",NA,"mixed","superactive",NA,"mesic","davis, ca","NV","Nevada","State or Territory",1959,1965,2001
5704,"ADCO","Established",TRUE,TRUE,"FINE, SMECTITIC, MESIC VERTIC ALBAQUALFS","Alfisols","Aqualfs","Albaqualfs","Vertic Albaqualfs","fine",NA,"smectitic",NA,NA,"mesic","salina, ks","MO","Missouri","State or Territory",1988,1991,2022
5705,"ADDER","Established",FALSE,FALSE,"SANDY OR SANDY-SKELETAL, SILICEOUS, EUIC, MESIC TERRIC HAPLOSAPRISTS","Histosols","Saprists","Haplosaprists","Terric Haplosaprists","sandy or sandy-skeletal",NA,"siliceous",NA,"euic","mesic","salina, ks","WI","Wisconsin","State or Territory",1992,1994,2000
5706,"ADDERTON","Established",FALSE,TRUE,"FINE-LOAMY, MIXED, SUPERACTIVE CUMULIC HAPLOCRYOLLS","Mollisols","Cryolls","Haplocryolls","Cumulic Haplocryolls","fine-loamy",NA,"mixed","superactive",NA,NA,"bozeman, mt","CO","Colorado","State or Territory",1988,1988,2009
5707,"ADDICKS","Established",FALSE,TRUE,"COARSE-LOAMY, SILICEOUS, SUPERACTIVE, HYPERTHERMIC OXYAQUIC ARGIUDOLLS","Mollisols","Udolls","Argiudolls","Oxyaquic Argiudolls","coarse-loamy",NA,"siliceous","superactive",NA,"hyperthermic","temple, tx","TX","Texas","State or Territory",NA,1973,2019
5708,"ADDIELOU","Established",FALSE,FALSE,"FINE-LOAMY, SILICEOUS, SEMIACTIVE, THERMIC TYPIC PALEUDULTS","Ultisols","Udults","Paleudults","Typic Paleudults","fine-loamy",NA,"siliceous","semiactive",NA,"thermic","temple, tx","TX","Texas","State or Territory",NA,1972,2005
5709,"ADDISON","Inactive",FALSE,FALSE,"VERY-FINE, ILLITIC, MESIC GLOSSOBORIC HAPLUDALFS","Alfisols","Udalfs","Hapludalfs","Glossoboric Hapludalfs","very-fine",NA,"illitic",NA,NA,"mesic",NA,"VT","Vermont","State or Territory",NA,NA,1987
5710,"ADE","Established",FALSE,TRUE,"COARSE-LOAMY, MIXED, SUPERACTIVE, MESIC LAMELLIC ARGIUDOLLS","Mollisols","Udolls","Argiudolls","Lamellic Argiudolls","coarse-loamy",NA,"mixed","superactive",NA,"mesic","salina, ks","IN","Indiana","State or Territory",NA,1948,2022
5711,"ADEK","Established",FALSE,TRUE,"LOAMY-SKELETAL, CARBONATIC XERIC CALCICRYEPTS","Inceptisols","Cryepts","Calcicryepts","Xeric Calcicryepts","loamy-skeletal",NA,"carbonatic",NA,NA,NA,"bozeman, mt","ID","Idaho","State or Territory",1985,1999,2006
5712,"ADEL","Established",FALSE,TRUE,"FINE-LOAMY, MIXED, SUPERACTIVE PACHIC HAPLOCRYOLLS","Mollisols","Cryolls","Haplocryolls","Pachic Haplocryolls","fine-loamy",NA,"mixed","superactive",NA,NA,"bozeman, mt","MT","Montana","State or Territory",NA,1946,2011
5713,"ADELAIDE","Established",FALSE,TRUE,"LOAMY, MIXED, SUPERACTIVE, MESIC, SHALLOW CAMBIDIC HAPLODURIDS","Aridisols","Durids","Haplodurids","Cambidic Haplodurids","loamy",NA,"mixed","superactive",NA,"mesic","davis, ca","NV","Nevada","State or Territory",NA,1974,2003
5714,"ADELAND","Established",FALSE,FALSE,"FINE, MIXED, SUPERACTIVE, MESIC AERIC ENDOAQUALFS","Alfisols","Aqualfs","Endoaqualfs","Aeric Endoaqualfs","fine",NA,"mixed","superactive",NA,"mesic","morgantown, wv","IN","Indiana","State or Territory",1999,1999,2007
5715,"ADELANTO","Established",FALSE,TRUE,"COARSE-LOAMY, MIXED, SUPERACTIVE, THERMIC XERIC HAPLARGIDS","Aridisols","Argids","Haplargids","Xeric Haplargids","coarse-loamy",NA,"mixed","superactive",NA,"thermic","davis, ca","CA","California","State or Territory",NA,1921,1997
5716,"ADELINO","Established",FALSE,TRUE,"FINE-LOAMY, MIXED, SUPERACTIVE, THERMIC TYPIC HAPLOCAMBIDS","Aridisols","Cambids","Haplocambids","Typic Haplocambids","fine-loamy",NA,"mixed","superactive",NA,"thermic","davis, ca","NM","New Mexico","State or Territory",NA,1970,2000
5717,"ADELLERN","Established",FALSE,FALSE,"LOAMY-SKELETAL, MIXED, SUPERACTIVE, FRIGID PACHIC ARGIUSTOLLS","Mollisols","Ustolls","Argiustolls","Pachic Argiustolls","loamy-skeletal",NA,"mixed","superactive",NA,"frigid","bozeman, mt","NM","New Mexico","State or Territory",1999,2008,2008
5718,"ADELMANN","Established",FALSE,FALSE,"CLAYEY-SKELETAL, SMECTITIC, MESIC ARIDIC ARGIXEROLLS","Mollisols","Xerolls","Argixerolls","Aridic Argixerolls","clayey-skeletal",NA,"smectitic",NA,NA,"mesic","bozeman, mt","ID","Idaho","State or Territory",1996,2011,2011
5719,"ADELPHIA","Established",TRUE,TRUE,"FINE-LOAMY, MIXED, ACTIVE, MESIC AQUIC HAPLUDULTS","Ultisols","Udults","Hapludults","Aquic Hapludults","fine-loamy",NA,"mixed","active",NA,"mesic","morgantown, wv","NJ","New Jersey","State or Territory",NA,1936,2002
5720,"ADEN","Established",FALSE,FALSE,"FINE, MIXED, SEMIACTIVE, MESIC AERIC EPIAQUALFS","Alfisols","Aqualfs","Epiaqualfs","Aeric Epiaqualfs","fine",NA,"mixed","semiactive",NA,"mesic","morgantown, wv","VA","Virginia","State or Territory",1983,1985,2006
5721,"ADENA","Established",FALSE,TRUE,"FINE-LOAMY, MIXED, ACTIVE, MESIC USTIC PALEARGIDS","Aridisols","Argids","Paleargids","Ustic Paleargids","fine-loamy",NA,"mixed","active",NA,"mesic","bozeman, mt","CO","Colorado","State or Territory",NA,1967,2001
5722,"ADGER","Established",FALSE,TRUE,"FINE, SMECTITIC, FRIGID LEPTIC VERTIC NATRUSTOLLS","Mollisols","Ustolls","Natrustolls","Leptic Vertic Natrustolls","fine",NA,"smectitic",NA,NA,"frigid","bozeman, mt","MT","Montana","State or Territory",NA,1970,1998
5723,"ADIEUX","Established",FALSE,TRUE,"FINE-LOAMY, MIXED, SUPERACTIVE, MESIC PACHIC ARGIXEROLLS","Mollisols","Xerolls","Argixerolls","Pachic Argixerolls","fine-loamy",NA,"mixed","superactive",NA,"mesic","davis, ca","CA","California","State or Territory",1986,1986,2003
5724,"ADILIS","Established",FALSE,TRUE,"SANDY-SKELETAL, MIXED, FRIGID USTIC TORRIORTHENTS","Entisols","Orthents","Torriorthents","Ustic Torriorthents","sandy-skeletal",NA,"mixed",NA,NA,"frigid","bozeman, mt","CO","Colorado","State or Territory",NA,1974,1989
5725,"ADINOT","Established",FALSE,TRUE,"LOAMY, MIXED, SUPERACTIVE, MESIC ARIDIC LITHIC ARGIXEROLLS","Mollisols","Xerolls","Argixerolls","Aridic Lithic Argixerolls","loamy",NA,"mixed","superactive",NA,"mesic","davis, ca","CA","California","State or Territory",1987,1994,2011
5726,"ADIOS","Established",FALSE,FALSE,"FINE, SMECTITIC, MESIC ARGIDURIDIC DURIXEROLLS","Mollisols","Xerolls","Durixerolls","Argiduridic Durixerolls","fine",NA,"smectitic",NA,NA,"mesic","bozeman, mt","ID","Idaho","State or Territory",1983,1985,2001
5727,"ADIRONDACK","Established",FALSE,FALSE,"COARSE-LOAMY, ISOTIC, FRIGID TYPIC ENDOAQUODS","Spodosols","Aquods","Endoaquods","Typic Endoaquods","coarse-loamy",NA,"isotic",NA,NA,"frigid","morgantown, wv","NY","New York","State or Territory",1988,1990,2006
5728,"ADIT","Established",FALSE,FALSE,"SANDY-SKELETAL, MIXED, FRIGID ARIDIC LITHIC USTORTHENTS","Entisols","Orthents","Ustorthents","Aridic Lithic Ustorthents","sandy-skeletal",NA,"mixed",NA,NA,"frigid","bozeman, mt","MT","Montana","State or Territory",2003,2007,2007
4,"ADJIDAUMO","Established",FALSE,TRUE,"FINE, MIXED, ACTIVE, NONACID, FRIGID MOLLIC ENDOAQUEPTS","Inceptisols","Aquepts","Endoaquepts","Mollic Endoaquepts","fine",NA,"mixed","active","nonacid","frigid","morgantown, wv","NY","New York","State or Territory",1985,1986,2004
5729,"ADJUNTAS","Established",FALSE,TRUE,"VERY-FINE, KAOLINITIC, ISOHYPERTHERMIC INCEPTIC HAPLUDOX","Oxisols","Udox","Hapludox","Inceptic Hapludox","very-fine",NA,"kaolinitic",NA,NA,"isohyperthermic","auburn, al","PR","Puerto Rico","State or Territory",NA,1971,2002
5730,"ADKINS","Established",FALSE,TRUE,"COARSE-LOAMY, MIXED, SUPERACTIVE, MESIC XERIC HAPLOCALCIDS","Aridisols","Calcids","Haplocalcids","Xeric Haplocalcids","coarse-loamy",NA,"mixed","superactive",NA,"mesic","bozeman, mt","WA","Washington","State or Territory",NA,1960,2000
5731,"ADLER","Established",FALSE,TRUE,"COARSE-SILTY, MIXED, SUPERACTIVE, THERMIC FLUVAQUENTIC EUTRUDEPTS","Inceptisols","Udepts","Eutrudepts","Fluvaquentic Eutrudepts","coarse-silty",NA,"mixed","superactive",NA,"thermic","auburn, al","MS","Mississippi","State or Territory",NA,1939,2002
5732,"ADMAN","Established",FALSE,TRUE,"CLAYEY, MIXED, SUPERACTIVE, FRIGID ARIDIC LITHIC ARGIUSTOLLS","Mollisols","Ustolls","Argiustolls","Aridic Lithic Argiustolls","clayey",NA,"mixed","superactive",NA,"frigid","davis, ca","NM","New Mexico","State or Territory",1981,1983,2007
5733,"ADOBE","Established",FALSE,TRUE,"LOAMY-SKELETAL, CARBONATIC LITHIC CALCICRYOLLS","Mollisols","Cryolls","Calcicryolls","Lithic Calcicryolls","loamy-skeletal",NA,"carbonatic",NA,NA,NA,"davis, ca","NV","Nevada","State or Territory",1982,1990,1999
5734,"ADOLPH","Established",FALSE,TRUE,"COARSE-LOAMY, MIXED, SUPERACTIVE, FRIGID TYPIC EPIAQUOLLS","Mollisols","Aquolls","Epiaquolls","Typic Epiaquolls","coarse-loamy",NA,"mixed","superactive",NA,"frigid","salina, ks","MN","Minnesota","State or Territory",NA,1927,1997
5735,"ADORNADO","Established",FALSE,FALSE,"ASHY-PUMICEOUS, GLASSY, MESIC VITRANDIC HAPLUSTOLLS","Mollisols","Ustolls","Haplustolls","Vitrandic Haplustolls","ashy-pumiceous",NA,"glassy",NA,NA,"mesic","bozeman, mt","NM","New Mexico","State or Territory",2000,2008,2008
5736,"ADOS","Established",FALSE,TRUE,"LOAMY-SKELETAL, CARBONATIC, FRIGID XERIC PETROCALCIDS","Aridisols","Calcids","Petrocalcids","Xeric Petrocalcids","loamy-skeletal",NA,"carbonatic",NA,NA,"frigid","davis, ca","NV","Nevada","State or Territory",1980,1983,1996
5737,"ADRIAN","Established",FALSE,TRUE,"SANDY OR SANDY-SKELETAL, MIXED, EUIC, MESIC TERRIC HAPLOSAPRISTS","Histosols","Saprists","Haplosaprists","Terric Haplosaprists","sandy or sandy-skeletal",NA,"mixed",NA,"euic","mesic","morgantown, wv","MI","Michigan","State or Territory",NA,1955,2022
5738,"ADVOKAY","Established",FALSE,TRUE,"LOAMY, MIXED, SUPERACTIVE, MESIC, SHALLOW TYPIC HAPLARGIDS","Aridisols","Argids","Haplargids","Typic Haplargids","loamy",NA,"mixed","superactive",NA,"mesic","davis, ca","NV","Nevada","State or Territory",1981,1984,2001
5739,"ADWELL","Established",FALSE,FALSE,"MEDIAL-SKELETAL, FERRIHYDRITIC, ISOFRIGID OXYAQUIC FULVUDANDS","Andisols","Udands","Fulvudands","Oxyaquic Fulvudands","medial-skeletal",NA,"ferrihydritic",NA,NA,"isofrigid","bozeman, mt","WA","Washington","State or Territory",1996,2000,2004
5740,"ADY","Established",FALSE,TRUE,"FINE-LOAMY, MIXED, SUPERACTIVE, THERMIC ARIDIC HAPLUSTALFS","Alfisols","Ustalfs","Haplustalfs","Aridic Haplustalfs","fine-loamy",NA,"mixed","superactive",NA,"thermic","temple, tx","TX","Texas","State or Territory",1996,1999,2001
5741,"ADYEVILLE","Established",FALSE,FALSE,"COARSE-LOAMY, MIXED, SEMIACTIVE, MESIC TYPIC HAPLUDULTS","Ultisols","Udults","Hapludults","Typic Hapludults","coarse-loamy",NA,"mixed","semiactive",NA,"mesic","morgantown, wv","IN","Indiana","State or Territory",1996,1997,2009
5742,"AECET","Established",FALSE,TRUE,"FINE-LOAMY, MIXED, SUPERACTIVE, FRIGID XERIC HAPLOCALCIDS","Aridisols","Calcids","Haplocalcids","Xeric Haplocalcids","fine-loamy",NA,"mixed","superactive",NA,"frigid","bozeman, mt","ID","Idaho","State or Territory",NA,1975,2002
30128,"AELLO","Established",FALSE,FALSE,"EUIC, SUBGELIC TYPIC HEMISTELS","Gelisols","Histels","Hemistels","Typic Hemistels",NA,NA,NA,NA,"euic","subgelic",NA,"AK","Alaska","State or Territory",2024,2024,2025
5743,"AENEAS","Established",FALSE,TRUE,"COARSE-LOAMY OVER SANDY OR SANDY-SKELETAL, MIXED, SUPERACTIVE, MESIC ARIDIC HAPLOXEROLLS","Mollisols","Xerolls","Haploxerolls","Aridic Haploxerolls","coarse-loamy over sandy or sandy-skeletal",NA,"mixed","superactive",NA,"mesic","bozeman, mt","WA","Washington","State or Territory",NA,1972,2007
5744,"AERIE","Established",FALSE,FALSE,"FINE-LOAMY OVER CLAYEY, MIXED OVER SMECTITIC, SUPERACTIVE, FRIGID OXYAQUIC HAPLUDALFS","Alfisols","Udalfs","Hapludalfs","Oxyaquic Hapludalfs","fine-loamy over clayey",NA,"mixed over smectitic","superactive",NA,"frigid","salina, ks","MN","Minnesota","State or Territory",2008,2009,2009
5745,"AEROBEE","Established",FALSE,FALSE,"FINE-LOAMY, GYPSIC, THERMIC LEPTIC HAPLOGYPSIDS","Aridisols","Gypsids","Haplogypsids","Leptic Haplogypsids","fine-loamy",NA,"gypsic",NA,NA,"thermic","davis, ca","NM","New Mexico","State or Territory",2009,2014,2014
5746,"AETNA","Established",FALSE,FALSE,"FINE-SILTY, MIXED, SUPERACTIVE, NONACID, MESIC FLUVAQUENTIC ENDOAQUEPTS","Inceptisols","Aquepts","Endoaquepts","Fluvaquentic Endoaquepts","fine-silty",NA,"mixed","superactive","nonacid","mesic","morgantown, wv","OH","Ohio","State or Territory",1996,1998,2009
5747,"AFFEY","Established",FALSE,TRUE,"CLAYEY-SKELETAL, SMECTITIC, FRIGID ARGIDURIDIC ARGIXEROLLS","Mollisols","Xerolls","Argixerolls","Argiduridic Argixerolls","clayey-skeletal",NA,"smectitic",NA,NA,"frigid","davis, ca","NV","Nevada","State or Territory",1985,1986,1997
5748,"AFLEY","Established",FALSE,FALSE,"LOAMY-SKELETAL, MIXED, SUPERACTIVE TYPIC DYSTROCRYEPTS","Inceptisols","Cryepts","Dystrocryepts","Typic Dystrocryepts","loamy-skeletal",NA,"mixed","superactive",NA,NA,"bozeman, mt","CO","Colorado","State or Territory",1985,1993,1998
5749,"AFOGNAK","Established",FALSE,FALSE,"MEDIAL, FERRIHYDRITIC LITHIC HUMICRYODS","Spodosols","Cryods","Humicryods","Lithic Humicryods","medial",NA,"ferrihydritic",NA,NA,NA,"wasilla, AK","AK","Alaska","State or Territory",2009,2022,2025
5750,"AFTAD","Established",FALSE,TRUE,"COARSE-LOAMY, MIXED, SUPERACTIVE, FRIGID OXYAQUIC GLOSSUDALFS","Alfisols","Udalfs","Glossudalfs","Oxyaquic Glossudalfs","coarse-loamy",NA,"mixed","superactive",NA,"frigid","salina, ks","WI","Wisconsin","State or Territory",1993,1993,2009
5751,"AFTADEN","Established",FALSE,TRUE,"LOAMY, MIXED, SUPERACTIVE, THERMIC LITHIC HAPLARGIDS","Aridisols","Argids","Haplargids","Lithic Haplargids","loamy",NA,"mixed","superactive",NA,"thermic","davis, ca","NM","New Mexico","State or Territory",NA,1977,2003
5752,"AFTON","Established",FALSE,TRUE,"FINE-SILTY, MIXED, SUPERACTIVE, MESIC CUMULIC ENDOAQUOLLS","Mollisols","Aquolls","Endoaquolls","Cumulic Endoaquolls","fine-silty",NA,"mixed","superactive",NA,"mesic","salina, ks","IA","Iowa","State or Territory",1924,1924,2022
5753,"AGA","Established",FALSE,TRUE,"COARSE-LOAMY OVER SANDY OR SANDY-SKELETAL, MIXED, SUPERACTIVE, CALCAREOUS, MESIC TYPIC TORRIFLUVENTS","Entisols","Fluvents","Torrifluvents","Typic Torrifluvents","coarse-loamy over sandy or sandy-skeletal",NA,"mixed","superactive","calcareous","mesic","davis, ca","NM","New Mexico","State or Territory",1981,1987,2005
5754,"AGAN","Established",FALSE,TRUE,"FINE, MIXED, ACTIVE, THERMIC UDERTIC PALEUSTALFS","Alfisols","Ustalfs","Paleustalfs","Udertic Paleustalfs","fine",NA,"mixed","active",NA,"thermic","temple, tx","OK","Oklahoma","State or Territory",NA,1975,2003
5755,"AGAR","Established",FALSE,TRUE,"FINE-SILTY, MIXED, SUPERACTIVE, MESIC TYPIC ARGIUSTOLLS","Mollisols","Ustolls","Argiustolls","Typic Argiustolls","fine-silty",NA,"mixed","superactive",NA,"mesic","salina, ks","SD","South Dakota","State or Territory",NA,1955,1998
