"soilseriesiid","soilseriesname","soilseriesstatus","benchmarksoilflag","statsgoflag","taxclname","taxorder","taxsuborder","taxgrtgroup","taxsubgrp","taxpartsize","taxpartsizemod","taxminalogy","taxceactcl","taxreaction","taxtempcl","mlraoffice","areasymbol","areaname","areatypename","originyear","establishedyear","soiltaxclasslastupdated"
17500,"PROPHETSTOWN","Established",FALSE,FALSE,"FINE-SILTY, MIXED, SUPERACTIVE, MESIC TYPIC CALCIAQUOLLS","Mollisols","Aquolls","Calciaquolls","Typic Calciaquolls","fine-silty",NA,"mixed","superactive",NA,"mesic","salina, ks","IL","Illinois","State or Territory",1986,1987,2022
17501,"PROPOSAL","Established",FALSE,FALSE,"FINE-LOAMY, MIXED, SUPERACTIVE OXYAQUIC HAPLOCRYOLLS","Mollisols","Cryolls","Haplocryolls","Oxyaquic Haplocryolls","fine-loamy",NA,"mixed","superactive",NA,NA,"bozeman, mt","MT","Montana","State or Territory",2003,2005,2005
17502,"PROSPECT","Established",FALSE,TRUE,"FINE-LOAMY, MIXED, SUPERACTIVE, FRIGID TYPIC HAPLUSTOLLS","Mollisols","Ustolls","Haplustolls","Typic Haplustolls","fine-loamy",NA,"mixed","superactive",NA,"frigid","bozeman, mt","MT","Montana","State or Territory",NA,1958,2002
17503,"PROSPECTPEAK","Established",FALSE,FALSE,"FRAGMENTAL, ISOTIC, FRIGID TYPIC VITRIXERANDS","Andisols","Xerands","Vitrixerands","Typic Vitrixerands","fragmental",NA,"isotic",NA,NA,"frigid","davis, ca","CA","California","State or Territory",2009,2009,2009
17504,"PROSPER","Established",FALSE,TRUE,"FINE-LOAMY, MIXED, SUPERACTIVE, MESIC PACHIC ARGIUSTOLLS","Mollisols","Ustolls","Argiustolls","Pachic Argiustolls","fine-loamy",NA,"mixed","superactive",NA,"mesic","salina, ks","SD","South Dakota","State or Territory",NA,1971,1997
17505,"PROSPERITY","Established",FALSE,FALSE,"FINE, MIXED, SEMIACTIVE, THERMIC AQUIC HAPLUDULTS","Ultisols","Udults","Hapludults","Aquic Hapludults","fine",NA,"mixed","semiactive",NA,"thermic","auburn, al","SC","South Carolina","State or Territory",1998,2005,2008
17506,"PROSSER","Established",FALSE,TRUE,"COARSE-LOAMY, MIXED, SUPERACTIVE, MESIC XERIC HAPLOCAMBIDS","Aridisols","Cambids","Haplocambids","Xeric Haplocambids","coarse-loamy",NA,"mixed","superactive",NA,"mesic","bozeman, mt","WA","Washington","State or Territory",NA,1916,1997
17507,"PROTECTION","Inactive",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KS","Kansas","State or Territory",NA,NA,1987
17508,"PROTIVIN","Established",FALSE,TRUE,"FINE-LOAMY, MIXED, SUPERACTIVE, MESIC AQUIC ARGIUDOLLS","Mollisols","Udolls","Argiudolls","Aquic Argiudolls","fine-loamy",NA,"mixed","superactive",NA,"mesic","salina, ks","IA","Iowa","State or Territory",NA,1969,2000
17509,"PROUT","Established",FALSE,TRUE,"FINE-LOAMY, MIXED, ACTIVE, MESIC AERIC ENDOAQUULTS","Ultisols","Aquults","Endoaquults","Aeric Endoaquults","fine-loamy",NA,"mixed","active",NA,"mesic","morgantown, wv","OH","Ohio","State or Territory",NA,1948,2011
17510,"PROUTY","Established",FALSE,TRUE,"LOAMY-SKELETAL, ISOTIC ANDIC DYSTROCRYEPTS","Inceptisols","Cryepts","Dystrocryepts","Andic Dystrocryepts","loamy-skeletal",NA,"isotic",NA,NA,NA,"bozeman, mt","WA","Washington","State or Territory",NA,1981,2006
17511,"PROVIDENCE","Established",TRUE,TRUE,"FINE-SILTY, MIXED, ACTIVE, THERMIC OXYAQUIC FRAGIUDALFS","Alfisols","Udalfs","Fragiudalfs","Oxyaquic Fragiudalfs","fine-silty",NA,"mixed","active",NA,"thermic","auburn, al","MS","Mississippi","State or Territory",NA,1938,2006
17512,"PROVIG","Established",FALSE,TRUE,"CLAYEY-SKELETAL, SMECTITIC, MESIC TYPIC ARGIXEROLLS","Mollisols","Xerolls","Argixerolls","Typic Argixerolls","clayey-skeletal",NA,"smectitic",NA,NA,"mesic","davis, ca","OR","Oregon","State or Territory",1973,1989,1997
17513,"PROVO","Established",FALSE,TRUE,"SANDY-SKELETAL, MIXED, MESIC FLUVAQUENTIC ENDOAQUOLLS","Mollisols","Aquolls","Endoaquolls","Fluvaquentic Endoaquolls","sandy-skeletal",NA,"mixed",NA,NA,"mesic","davis, ca","UT","Utah","State or Territory",NA,1945,2009
17514,"PROVO BAY","Established",FALSE,TRUE,"FINE-SILTY, CARBONATIC, MESIC TYPIC CALCIAQUOLLS","Mollisols","Aquolls","Calciaquolls","Typic Calciaquolls","fine-silty",NA,"carbonatic",NA,NA,"mesic","davis, ca","UT","Utah","State or Territory",NA,1972,1998
17515,"PROW","Tentative",FALSE,TRUE,"LOAMY, CARBONATIC, SHALLOW USTIC HAPLOCRYEPTS","Inceptisols","Cryepts","Haplocryepts","Ustic Haplocryepts","loamy",NA,"carbonatic",NA,NA,NA,"bozeman, mt","WY","Wyoming","State or Territory",1974,NA,2008
17516,"PROWERS","Inactive",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CO","Colorado","State or Territory",NA,NA,1987
30346,"PROXY","Tentative",FALSE,FALSE,"MEDIAL-SKELETAL, AMORPHIC, FRIGID TYPIC HAPLUDANDS","Andisols","Udands","Hapludands","Typic Hapludands","medial-skeletal",NA,"amorphic",NA,NA,"frigid",NA,"OR","Oregon","State or Territory",2025,NA,2025
17517,"PRUCREE","Established",FALSE,FALSE,"COARSE-LOAMY, MIXED, SUPERACTIVE, FRIGID PACHIC HAPLOXEROLLS","Mollisols","Xerolls","Haploxerolls","Pachic Haploxerolls","coarse-loamy",NA,"mixed","superactive",NA,"frigid","bozeman, mt","ID","Idaho","State or Territory",1992,2008,2008
17518,"PRUDY","Established",FALSE,TRUE,"FINE-LOAMY, MIXED, SUPERACTIVE CALCIC HAPLOCRYOLLS","Mollisols","Cryolls","Haplocryolls","Calcic Haplocryolls","fine-loamy",NA,"mixed","superactive",NA,NA,"bozeman, mt","ID","Idaho","State or Territory",1984,1985,2001
17519,"PRUE","Established",FALSE,TRUE,"FINE-LOAMY, SILICEOUS, ACTIVE, THERMIC MOLLIC PALEUDALFS","Alfisols","Udalfs","Paleudalfs","Mollic Paleudalfs","fine-loamy",NA,"siliceous","active",NA,"thermic","temple, tx","OK","Oklahoma","State or Territory",NA,1975,2020
17520,"PRUITTON","Established",FALSE,TRUE,"FINE-LOAMY, SILICEOUS, SEMIACTIVE, THERMIC FLUVENTIC DYSTRUDEPTS","Inceptisols","Udepts","Dystrudepts","Fluventic Dystrudepts","fine-loamy",NA,"siliceous","semiactive",NA,"thermic","auburn, al","AL","Alabama","State or Territory",NA,1973,2007
17521,"PRUNIE","Established",FALSE,TRUE,"FINE, SMECTITIC, FRIGID ARIDIC ARGIXEROLLS","Mollisols","Xerolls","Argixerolls","Aridic Argixerolls","fine",NA,"smectitic",NA,NA,"frigid","davis, ca","NV","Nevada","State or Territory",1980,1990,1997
17522,"PRYBAR","Tentative",FALSE,FALSE,"LOAMY-SKELETAL, MIXED, ACTIVE, MESIC HUMIC DYSTRUDEPTS","Inceptisols","Udepts","Dystrudepts","Humic Dystrudepts","loamy-skeletal",NA,"mixed","active",NA,"mesic","auburn, al","VA","Virginia","State or Territory",1995,NA,2000
17523,"PRYOR","Established",FALSE,TRUE,"FINE, SMECTITIC, HYPERTHERMIC USTERTIC HAPLARGIDS","Aridisols","Argids","Haplargids","Ustertic Haplargids","fine",NA,"smectitic",NA,NA,"hyperthermic","temple, tx","TX","Texas","State or Territory",NA,1972,1997
17524,"PSUGA","Tentative",FALSE,TRUE,"MEDIAL, AMORPHIC, FRIGID TYPIC HAPLORTHODS","Spodosols","Orthods","Haplorthods","Typic Haplorthods","medial",NA,"amorphic",NA,NA,"frigid","bozeman, mt","WA","Washington","State or Territory",1983,NA,2004
29138,"PSUNI","Tentative",FALSE,FALSE,"SANDY-SKELETAL, MIXED, MESIC OXYAQUIC HAPLOXEROLLS","Mollisols","Xerolls","Haploxerolls","Oxyaquic Haploxerolls","sandy-skeletal",NA,"mixed",NA,NA,"mesic","bozeman, mt","OR","Oregon","State or Territory",2016,NA,2016
17525,"PSUYAAH","Established",FALSE,FALSE,"MEDIAL OVER LOAMY-SKELETAL, MIXED, SUPERACTIVE OXYAQUIC VITRICRYANDS","Andisols","Cryands","Vitricryands","Oxyaquic Vitricryands","medial over loamy-skeletal",NA,"mixed","superactive",NA,NA,"wasilla, AK","AK","Alaska","State or Territory",1985,1995,2003
17526,"PSYAM","Tentative",FALSE,FALSE,"FINE-SILTY, MIXED, SEMIACTIVE, THERMIC OXYAQUIC HAPLUDALFS","Alfisols","Udalfs","Hapludalfs","Oxyaquic Hapludalfs","fine-silty",NA,"mixed","semiactive",NA,"thermic","temple, tx","AR","Arkansas","State or Territory",1998,NA,2000
17527,"PTARMIGAN","Established",FALSE,FALSE,"COARSE-LOAMY, MICACEOUS TYPIC HUMICRYEPTS","Inceptisols","Cryepts","Humicryepts","Typic Humicryepts","coarse-loamy",NA,"micaceous",NA,NA,NA,"bozeman, mt","CO","Colorado","State or Territory",NA,1957,2010
17528,"PUAKO","Tentative",FALSE,FALSE,"MEDIAL, AMORPHIC, ISOHYPERTHERMIC TYPIC HAPLOTORRANDS","Andisols","Torrands","Haplotorrands","Typic Haplotorrands","medial",NA,"amorphic",NA,NA,"isohyperthermic","davis, ca","HI","Hawaii","State or Territory",2004,NA,2006
17529,"PUALI","Established",FALSE,FALSE,"HYDROUS, FERRIHYDRITIC, ISOMESIC LITHIC HYDRUDANDS","Andisols","Udands","Hydrudands","Lithic Hydrudands","hydrous",NA,"ferrihydritic",NA,NA,"isomesic","davis, ca","HI","Hawaii","State or Territory",2000,2012,2012
17530,"PUAPUA","Established",FALSE,FALSE,"MEDIAL, AMORPHIC, ISOHYPERTHERMIC LITHIC HAPLUDANDS","Andisols","Udands","Hapludands","Lithic Hapludands","medial",NA,"amorphic",NA,NA,"isohyperthermic","davis, ca","AS","American Samoa","State or Territory",NA,1982,2006
17531,"PUAULU","Established",FALSE,TRUE,"MEDIAL OVER ASHY, ANISO, FERRIHYDRITIC OVER AMORPHIC, ISOTHERMIC AQUIC HAPLUDANDS","Andisols","Udands","Hapludands","Aquic Hapludands","medial over ashy","aniso","ferrihydritic over amorphic",NA,NA,"isothermic","davis, ca","HI","Hawaii","State or Territory",NA,1971,2008
17532,"PUCHYAN","Established",FALSE,TRUE,"LOAMY, MIXED, SUPERACTIVE, MESIC ARENIC OXYAQUIC HAPLUDALFS","Alfisols","Udalfs","Hapludalfs","Arenic Oxyaquic Hapludalfs","loamy",NA,"mixed","superactive",NA,"mesic","salina, ks","WI","Wisconsin","State or Territory",NA,1972,2022
17533,"PUCKUM","Established",FALSE,FALSE,"DYSIC, MESIC TYPIC HAPLOSAPRISTS","Histosols","Saprists","Haplosaprists","Typic Haplosaprists",NA,NA,NA,NA,"dysic","mesic","morgantown, wv","MD","Maryland","State or Territory",1987,1992,2002
17534,"PUDDLE","Established",FALSE,FALSE,"COARSE-LOAMY, CARBONATIC, MESIC PETRONODIC HAPLOCALCIDS","Aridisols","Calcids","Haplocalcids","Petronodic Haplocalcids","coarse-loamy",NA,"carbonatic",NA,NA,"mesic","davis, ca","NV","Nevada","State or Territory",NA,1974,1996
29380,"PUDERBAUGH","Established",FALSE,FALSE,"LOAMY-SKELETAL, MIXED, SUPERACTIVE, FRIGID PACHIC ARGIXEROLLS","Mollisols","Xerolls","Argixerolls","Pachic Argixerolls","loamy-skeletal",NA,"mixed","superactive",NA,"frigid","bozeman, mt","OR","Oregon","State or Territory",2017,2018,2018
29383,"PUDERBAUGHRIDGE","Established",FALSE,FALSE,"LOAMY-SKELETAL, MIXED, SUPERACTIVE, MESIC ARIDIC LITHIC HAPLOXEROLLS","Mollisols","Xerolls","Haploxerolls","Aridic Lithic Haploxerolls","loamy-skeletal",NA,"mixed","superactive",NA,"mesic","bozeman, mt","OR","Oregon","State or Territory",2017,2018,2018
17535,"PUELZMINE","Established",FALSE,FALSE,"LOAMY-SKELETAL, MIXED, SUPERACTIVE, THERMIC, SHALLOW CAMBIDIC HAPLODURIDS","Aridisols","Durids","Haplodurids","Cambidic Haplodurids","loamy-skeletal",NA,"mixed","superactive",NA,"thermic","davis, ca","NV","Nevada","State or Territory",1994,2006,2006
17536,"PUERCO","Established",FALSE,FALSE,"FINE, SMECTITIC, MESIC CHROMIC HAPLOTORRERTS","Vertisols","Torrerts","Haplotorrerts","Chromic Haplotorrerts","fine",NA,"smectitic",NA,NA,"mesic","davis, ca","NM","New Mexico","State or Territory",NA,1937,2005
17537,"PUERTA","Established",FALSE,TRUE,"CLAYEY-SKELETAL, SMECTITIC, MESIC ALFIC LITHIC ARGIUSTOLLS","Mollisols","Ustolls","Argiustolls","Alfic Lithic Argiustolls","clayey-skeletal",NA,"smectitic",NA,NA,"mesic","davis, ca","TX","Texas","State or Territory",NA,1971,1997
17538,"PUERTECITO","Established",FALSE,TRUE,"LOAMY-SKELETAL, MIXED, SUPERACTIVE, MESIC LITHIC USTIC HAPLARGIDS","Aridisols","Argids","Haplargids","Lithic Ustic Haplargids","loamy-skeletal",NA,"mixed","superactive",NA,"mesic","davis, ca","NM","New Mexico","State or Territory",NA,1984,2007
17539,"PUETT","Established",TRUE,TRUE,"LOAMY, MIXED, SUPERACTIVE, CALCAREOUS, MESIC, SHALLOW XERIC TORRIORTHENTS","Entisols","Orthents","Torriorthents","Xeric Torriorthents","loamy",NA,"mixed","superactive","calcareous","mesic","davis, ca","NV","Nevada","State or Territory",1968,1979,2008
17540,"PUFFER","Established",FALSE,TRUE,"LOAMY-SKELETAL, MIXED, ACTIVE, CALCAREOUS, MESIC LITHIC XERIC TORRIORTHENTS","Entisols","Orthents","Torriorthents","Lithic Xeric Torriorthents","loamy-skeletal",NA,"mixed","active","calcareous","mesic","davis, ca","NV","Nevada","State or Territory",1980,1986,2002
29322,"PUFFIN","Established",FALSE,FALSE,"SANDY-SKELETAL, MIXED OXYAQUIC CRYORTHENTS","Entisols","Orthents","Cryorthents","Oxyaquic Cryorthents","sandy-skeletal",NA,"mixed",NA,NA,NA,"wasilla, AK","AK","Alaska","State or Territory",2017,2020,2021
17541,"PUGET","Established",TRUE,TRUE,"FINE-SILTY, MIXED, SUPERACTIVE, NONACID, MESIC FLUVAQUENTIC ENDOAQUEPTS","Inceptisols","Aquepts","Endoaquepts","Fluvaquentic Endoaquepts","fine-silty",NA,"mixed","superactive","nonacid","mesic","bozeman, mt","WA","Washington","State or Territory",NA,1909,2000
17542,"PUGSLEY","Established",FALSE,TRUE,"FINE-LOAMY, MIXED, SUPERACTIVE, MESIC USTIC HAPLARGIDS","Aridisols","Argids","Haplargids","Ustic Haplargids","fine-loamy",NA,"mixed","superactive",NA,"mesic","bozeman, mt","WY","Wyoming","State or Territory",NA,1971,1998
17543,"PUHI","Established",FALSE,TRUE,"VERY-FINE, FERRUGINOUS, ISOHYPERTHERMIC HUMIC KANDIUSTOX","Oxisols","Ustox","Kandiustox","Humic Kandiustox","very-fine",NA,"ferruginous",NA,NA,"isohyperthermic","davis, ca","HI","Hawaii","State or Territory",NA,1949,2001
